id,userid,imgid,time,difficulty
83,6,static/data/img/La-Fermiere-full-length-1908.JPG,10033.814999973401,3
84,6,static/data/img/HUCB_SHARE_109911212680.jpg,23854.23900000751,5
85,6,static/data/img/Nude-in-an-Armchair-1929.JPG,13476.014000014402,4
86,6,static/data/img/Maya-Picassos-Daughter-with-a-Doll-1938.JPG,25799.437000008766,2
87,6,static/data/img/HUCB_SHARE_109911212042.jpg,19215.016999980435,5
88,6,static/data/img/Portrait-of-Ambroise-Vollard-1910.JPG,22487.946999957785,4
89,6,static/data/img/HUCB_SHARE_109911212632.jpg,11692.369999946095,5
90,6,static/data/img/El-Bobo.JPG,10185.457000043243,2
91,6,static/data/img/Marie-Therese-Walter-2-1937.JPG,24823.357000015676,2
92,6,static/data/img/Marie-Therese-Walter-4-1937.JPG,13413.175000052433,1
93,6,static/data/img/UCSC_99312695498.jpg,18212.37399999518,5
94,6,static/data/img/UCSC_99312695512.jpg,16157.039000012446,1
95,6,static/data/img/HUCB_SHARE_109911212135.jpg,22095.78999999212,4
96,6,static/data/img/Las-Meninas-After-Velazquez-1957.JPG,24659.097000025213,4
97,6,static/data/img/The-Dance-of-the-Veils-1907.JPG,12717.397000000346,3
98,6,static/data/img/Weeping-Woman-1937.JPG,20607.025999983307,3
99,6,static/data/img/HUCB_SHARE_109911212092.jpg,45228.70199999306,4
100,6,static/data/img/HUCB_SHARE_109911212638.jpg,23198.096000007354,5
101,6,static/data/img/Woman-with-a-Flower-1932.JPG,12696.793999988586,5
102,6,static/data/img/Dora-Maar-1937.JPG,14131.450000044424,2
103,6,static/data/img/HUCB_SHARE_109911212098.jpg,14382.413000043016,5
104,6,static/data/img/HUCB_SHARE_109911212692.jpg,19268.994999991264,5
105,6,static/data/img/HUCB_SHARE_109911212099.jpg,14961.198000004515,5
106,6,static/data/img/Portrait-of-a-Young-Girl-2-1938.JPG,22788.824999995995,3
107,6,static/data/img/Nusch-eluard-1-1938.JPG,16548.3499999973,2
108,6,static/data/img/Crucifixion-1930.JPG,37585.276999976486,5
109,6,static/data/img/Night-Fishing-at-Antibes-1939.JPG,19230.918999994174,4
110,6,static/data/img/Nude-on-a-Beach-2-1929.JPG,13422.530000039842,5
111,6,static/data/img/HUCB_SHARE_109911212041.jpg,16355.830000014976,5
112,6,static/data/img/UCSC_99312695570.jpg,16600.37800000282,3
113,6,static/data/img/HUCB_SHARE_109911212134.jpg,10897.213999996893,5
114,6,static/data/img/Bathers-with-a-Toy-Boat-1937.JPG,16944.694999954663,5
115,6,static/data/img/Nusch-eluard-3-1938.JPG,29828.63299996825,2
116,6,static/data/img/HUCB_SHARE_109911212093.jpg,22357.32100001769,5
117,6,static/data/img/UCSC_99312695561.jpg,15007.612999994308,3
118,6,static/data/img/Young-Girl-in-an-Armchair-1937.JPG,19412.790999980643,5
119,6,static/data/img/HUCB_SHARE_109911212729.jpg,26783.07100001257,5
120,6,static/data/img/Female-Nude-and-Smoker-1968.JPG,33273.523000010755,4
121,6,static/data/img/Woman-in-a-Stripped-Hat-1939.JPG,24042.071999982,5
122,6,static/data/img/Friendship-1908.JPG,48091.92899998743,3
123,6,static/data/img/UCSC_99312695343.jpg,16213.546000013594,4
124,6,static/data/img/Monolithic-Nude-1958.JPG,16964.65999999782,3
125,6,static/data/img/Nude-I-love-Eva-1912.JPG,22167.51399997156,5
126,6,static/data/img/Woman-Seated-1908.JPG,20658.249000029173,3
127,6,static/data/img/HCDL_SASKIA_106910673651.jpg,18112.88400000194,4
128,6,static/data/img/Man-with-Arms-Crossed-1909.JPG,19255.65900001675,2
129,6,static/data/img/HUCB_SHARE_109911212096.jpg,17651.787999959197,5
130,6,static/data/img/Lee-Miller-1937.JPG,10787.622999981977,4
131,6,static/data/img/The-Rape-of-the-Sabine-Women-1962.JPG,23891.34799997555,3
132,6,static/data/img/HCDL_SASKIA_106910673682.jpg,18782.56500000134,5
133,6,static/data/img/HUCB_SHARE_109911212683.jpg,25794.477999967057,5
134,6,static/data/img/HUCB_SHARE_109911212002.jpg,13428.035999997519,5
135,6,static/data/img/UCSC_99312695352.jpg,12764.78299999144,3
136,6,static/data/img/HUCB_SHARE_109911211571.jpg,45075.71699999971,5
137,6,static/data/img/Three-Musicians-1921.JPG,22505.28199999826,3
138,6,static/data/img/UCSC_99312695493.jpg,15823.996999999508,5
139,6,static/data/img/Rembrandt-Figure-and-Eros-1969.JPG,17559.28099999437,4
140,6,static/data/img/Acrobat-1930.JPG,42208.93399999477,4
141,6,static/data/img/HUCB_SHARE_109911212052.jpg,27821.782000013627,5
142,6,static/data/img/Interior-with-a-Girl-Drawing-1935.JPG,18137.247000006028,2
143,6,static/data/img/HUCB_SHARE_109911212051.jpg,28145.006000006106,5
144,6,static/data/img/HUCB_SHARE_109911211612.jpg,38135.805000027176,5
145,6,static/data/img/HUCB_SHARE_109911212140.jpg,32692.97400000505,5
146,6,static/data/img/Paloma-and-Claude-Children-of-Picasso-1950.JPG,10436.847999983002,2
147,6,static/data/img/HUCB_SHARE_109911212682.jpg,48256.93999999203,5
149,13,static/data/img/Young-Woman-1909.JPG,30858.00000000745,5
150,13,static/data/img/HCDL_SASKIA_106910663051.jpg,31454.000000376254,4
151,13,static/data/img/Nusch-eluard-3-1938.JPG,18166.999999899417,4
152,13,static/data/img/Girl-Before-a-Mirror-1932.JPG,32647.000000346452,3
153,13,static/data/img/UCSC_99312695557.jpg,25449.999999720603,5
154,13,static/data/img/Polichinelle-with-Guitar-Before-the-Stage-Curtain-1919.JPG,20977.999999653548,5
155,13,static/data/img/HUCB_SHARE_109911212138.jpg,14769.000000320375,5
156,13,static/data/img/Sketch-for-The-Demoiselles-dAvignon-1907.JPG,29575.000000186265,2
157,13,static/data/img/Sketch-for-The-Demoiselles-dAvignon-1907.JPG,38570.00000029802,2
158,13,static/data/img/Nude-in-an-Armchair--1932.JPG,8169.999999925494,5
159,13,static/data/img/Three-Musicians-1921.JPG,31055.000000167638,4
160,15,static/data/img/Head-of-a-Woman-1907.JPG,81427.00000002515,2
161,13,static/data/img/UCSC_99312695491.jpg,25197.000000160187,3
162,15,static/data/img/HUCB_SHARE_109911212691.jpg,23684.000000008382,4
163,18,static/data/img/Paloma-with-Celluloid-Fish--1950.JPG,58177.836999995634,4
164,12,static/data/img/UCSC_99312695562.jpg,66940.00000000233,2
165,19,static/data/img/Portrait-of-a-Young-Girl-1-1938.JPG,76626.99999999313,3
166,13,static/data/img/Jacqueline-Rocque-1-1954.JPG,38173.99999964982,1
167,16,static/data/img/Jacqueline-Rocque-4-1954.JPG,29662.113999998837,4
168,10,static/data/img/Self-Portrait-1907.JPG,49503.969999961555,2
169,12,static/data/img/Bather-Opening-a-Cabin-1928.JPG,17644.000000000233,5
170,24,static/data/img/Night-Fishing-at-Antibes-1939.JPG,35445.27000002563,4
171,18,static/data/img/Woman-Seated-1908.JPG,29927.000999916345,4
172,13,static/data/img/Portrait-of-Marie-Therese-1937.JPG,11024.000000208616,4
173,14,static/data/img/Head-of-a-Woman-1907.JPG,41965.282999997726,3
174,13,static/data/img/HUCB_SHARE_109911212044.jpg,13420.000000391155,5
175,15,static/data/img/HUCB_SHARE_109911209543.jpg,63576.00000000093,3
176,18,static/data/img/Woman-in-an-Armchair-I-1948.JPG,21886.347000021487,3
177,21,static/data/img/Young-Girl-Reading-a-Book-on-the-Beach-1937.JPG,108602.34500000661,2
178,13,static/data/img/HCDL_SASKIA_106910673680.jpg,14065.999999642372,5
179,17,static/data/img/HCDL_SASKIA_106910673650.jpg,105760.24500001222,5
180,15,static/data/img/UCSC_99312695497.jpg,18368.000000016764,1
181,16,static/data/img/Nude-and-Still-life-1931.JPG,52282.521000001,5
182,14,static/data/img/UCSC_99312695557.jpg,30324.118000018643,4
183,10,static/data/img/HUCB_SHARE_109911212008.jpg,51637.9639999941,5
184,18,static/data/img/UCSC_99312695347.jpg,29820.815000100993,3
185,15,static/data/img/UCSC_99312695347.jpg,19373.00000002142,1
186,17,static/data/img/Portrait-of-a-Young-Girl-3-1938.JPG,29583.42700000503,5
187,13,static/data/img/ADALLASIG_10313602624.jpg,37279.99999979511,2
188,24,static/data/img/HUCB_SHARE_109911212092.jpg,16587.56999997422,5
189,19,static/data/img/Girl-Before-a-Mirror-1932.JPG,92811.9999999908,4
190,9,static/data/img/HUCB_SHARE_109911212694.jpg,164141.99999999983,2
191,14,static/data/img/Guernica-Detail-2-1937.JPG,40794.30199999479,3
192,13,static/data/img/Francoise-Claude-and-Paloma-1951.JPG,19295.999999623746,2
193,16,static/data/img/Woman-in-an-Armchair-I-1948.JPG,48598.644999998214,2
194,12,static/data/img/Nude-in-an-Armchair-1929.JPG,46516.00000000326,5
195,18,static/data/img/Interior-with-a-Girl-Drawing-1935.JPG,28500.483999960124,3
196,24,static/data/img/UCSC_99312695494.jpg,23978.846000041813,4
197,17,static/data/img/Young-Girl-Throwing-a-Rock-1931.JPG,30589.707999984967,5
198,14,static/data/img/Woman-with-Fan-1909.JPG,10432.365000015125,2
199,13,static/data/img/HUCB_SHARE_109911211564.jpg,14734.000000171363,5
200,15,static/data/img/Figures-on-a-Beach-1931.JPG,39462.999999988824,3
201,16,static/data/img/Young-Girl-Reading-a-Book-on-the-Beach-1937.JPG,17588.817999996536,3
202,12,static/data/img/Woman-in-an-Armchair-I-1948.JPG,20125.99999998929,2
203,10,static/data/img/Jacqueline-Rocque-1957.JPG,47774.81900004204,4
204,22,static/data/img/Maya-Picassos-Daughter-with-a-Doll-1938.JPG,59428.000000014435,4
205,17,static/data/img/Woman-with-Fan-1909.JPG,14167.61200001929,4
206,24,static/data/img/Marie-Therese-Walter-4-1937.JPG,11326.653999974951,2
207,14,static/data/img/Jacqueline-Rocque-1957.JPG,18707.473999995273,4
208,18,static/data/img/Two-Naked-Figures-1908.JPG,29539.129000040703,5
209,13,static/data/img/Woman-in-an-Armchair-I-1948.JPG,18918.00000006333,1
210,18,static/data/img/Two-Naked-Figures-1908.JPG,38817.267000093125,5
211,15,static/data/img/Head-of-a-Man.JPG,23024.000000033993,2
212,14,static/data/img/Woman-Playing-the-Mandoline-1909.JPG,16920.566999993753,3
213,17,static/data/img/Woman-in-an-Armchair-I-1948.JPG,21510.020999994595,4
214,13,static/data/img/Portrait-of-a-Young-Girl-1-1938.JPG,10387.99999980256,2
215,21,static/data/img/Guernica-Detail-2-1937.JPG,123706.81200000399,2
216,9,static/data/img/Nude-in-an-Armchair-1959.JPG,74061.99999999808,5
217,10,static/data/img/HUCB_SHARE_109911212051.jpg,21144.897999998648,4
218,24,static/data/img/Paloma-Playing-with-Tadpoles-1954.JPG,18164.5149999531,3
219,15,static/data/img/Portrait-of-a-Sitting-Woman-1960.JPG,25878.99999995716,2
220,17,static/data/img/Night-Fishing-at-Antibes-1939.JPG,22585.782000009203,5
221,13,static/data/img/Figures-on-a-Beach-1931.JPG,23751.000000163913,5
222,22,static/data/img/Self-Portrait-1907.JPG,45300.99999997765,3
223,19,static/data/img/UCSC_99312695489.jpg,107482.00000000361,2
224,17,static/data/img/A-Woman-in-Tears-1937.JPG,12705.829999991693,5
225,14,static/data/img/HUCB_SHARE_109911212638.jpg,25546.126000001095,5
226,12,static/data/img/HUCB_SHARE_109911212426.jpg,70196.99999998556,5
227,23,static/data/img/HUCB_SHARE_109911212735.jpg,97273.54900003411,5
228,17,static/data/img/Nude-1909.JPG,10881.572999991477,5
229,17,static/data/img/Young-Girl-Struck-by-Sadness-1939.JPG,8625.629000016488,5
230,15,static/data/img/HUCB_SHARE_109911211568.jpg,34419.9999999837,4
231,21,static/data/img/Guernica-Detail-2-1937.JPG,191163.00200000114,2
232,22,static/data/img/HUCB_SHARE_109911209543.jpg,48016.00000000326,5
233,24,static/data/img/Nude-I-love-Eva-1912.JPG,20868.786999955773,5
234,9,static/data/img/Monolithic-Nude-1958.JPG,28811.99999999808,2
235,10,static/data/img/HUCB_SHARE_109911212694.jpg,68915.3299999889,4
236,16,static/data/img/Head-of-a-Man.JPG,25720.626000002085,3
237,24,static/data/img/HUCB_SHARE_109911212093.jpg,20977.42000001017,4
238,19,static/data/img/HUCB_SHARE_109911212426.jpg,85039.00000000431,5
239,9,static/data/img/Jacqueline-in-Studio-1957.JPG,32496.99999999939,1
240,13,static/data/img/HCDL_SASKIA_106910673676.jpg,33310.00000005588,3
241,14,static/data/img/HUCB_SHARE_109911212638.jpg,124512.53199999337,5
242,16,static/data/img/Harlequin-1915.JPG,32308.93500000093,4
243,18,static/data/img/UCSC_99312695498.jpg,16145.767000038177,5
244,13,static/data/img/La-Suppliante-1937.JPG,8864.000000059605,5
245,18,static/data/img/HUCB_SHARE_109911211614.jpg,13705.053000012413,5
246,19,static/data/img/Nude-on-a-Beach-2-1929.JPG,34657.00000000652,4
247,23,static/data/img/HUCB_SHARE_109911190994.jpg,108763.50600004662,2
248,18,static/data/img/A-Woman-in-Tears-1937.JPG,6802.927999990061,5
249,15,static/data/img/HUCB_SHARE_109911212735.jpg,55635.9999999986,4
250,24,static/data/img/HUCB_SHARE_109911212100.jpg,45305.49100006465,4
251,10,static/data/img/Nude-Half-Length-1907.JPG,54832.65699999174,3
252,18,static/data/img/HUCB_SHARE_109911212692.jpg,11343.060999992304,5
253,16,static/data/img/HUCB_SHARE_109911212633.jpg,37848.95799999504,4
254,19,static/data/img/Harlequin-1915.JPG,24141.99999999255,5
255,17,static/data/img/Nude-on-a-Beach-1-1929.JPG,114365.33699999563,5
256,18,static/data/img/HUCB_SHARE_109911211526.jpg,12892.996000009589,5
257,18,static/data/img/Nude-on-a-Beach-2-1929.JPG,5868.711000075564,5
258,21,static/data/img/Paloma-and-Claude-Children-of-Picasso-1950.JPG,86803.14499999804,2
259,18,static/data/img/HUCB_SHARE_109911212691.jpg,6099.955000099726,5
260,17,static/data/img/UCSC_99312695501.jpg,21062.84900000901,4
261,19,static/data/img/HUCB_SHARE_109911211570.jpg,24417.00000000128,5
262,18,static/data/img/HUCB_SHARE_109911212425.jpg,7771.215999964625,4
263,10,static/data/img/HUCB_SHARE_109911212096.jpg,41771.056000026874,5
264,12,static/data/img/Portrait-of-Nusche-Eluard-1937.JPG,13953.999999997905,4
265,13,static/data/img/Jacqueline-with-Crossed-Hands-1954.JPG,7092.000000178814,2
266,21,static/data/img/HUCB_SHARE_109911212461.jpg,17961.83000000019,1
267,18,static/data/img/HUCB_SHARE_109911212100.jpg,7995.776999974623,5
268,23,static/data/img/Portrait-of-Marie-Therese-1937.JPG,39464.039999991655,2
269,13,static/data/img/HUCB_SHARE_109911190996.jpg,9134.000000078231,4
270,17,static/data/img/Claude-Son-of-Picasso-1948.JPG,14088.102999987314,5
271,15,static/data/img/HUCB_SHARE_109911212736.jpg,34012.0000000461,4
272,22,static/data/img/UCSC_99312695493.jpg,48737.00000002282,5
273,12,static/data/img/Farmer-and-Nude-Surrounded-by-Hens-1938.JPG,16921.000000002095,4
274,13,static/data/img/HUCB_SHARE_109911190994.jpg,9964.000000152737,5
275,10,static/data/img/Nude-1909.JPG,20646.60099998582,4
276,18,static/data/img/Sketch-for-The-Demoiselles-dAvignon-1907.JPG,17857.345000025816,4
277,18,static/data/img/HUCB_SHARE_109911212098.jpg,8255.467000068165,5
278,17,static/data/img/HUCB_SHARE_109911211570.jpg,13019.98199999798,5
279,12,static/data/img/UCSC_99312695494.jpg,12015.00000001397,4
280,13,static/data/img/Jacqueline-with-Flowers-1954.JPG,7628.9999997243285,2
281,18,static/data/img/HUCB_SHARE_109911212046.jpg,6560.399000067264,5
282,10,static/data/img/La-Fermiere-half-length-1908.JPG,18267.037999990862,4
283,18,static/data/img/Dora-Maar-1937.JPG,6586.062000016682,3
284,13,static/data/img/Jacqueline-1960.JPG,9439.99999994412,3
285,15,static/data/img/Two-Naked-Figures-1908.JPG,35712.00000005774,5
286,19,static/data/img/Woman-Playing-the-Mandoline-1909.JPG,57941.00000000617,2
287,24,static/data/img/UCSC_99312695556.jpg,19696.438999962993,5
288,13,static/data/img/HUCB_SHARE_109911211566.jpg,9582.999999634922,5
289,18,static/data/img/Luncheon-on-the-Grass-After-Manet-1961.JPG,11968.425999977626,4
290,9,static/data/img/HUCB_SHARE_109911212138.jpg,41806.000000000495,5
291,13,static/data/img/HUCB_SHARE_109911212638.jpg,6895.000000018626,5
292,17,static/data/img/UCSC_99312695491.jpg,31402.82400001888,5
293,19,static/data/img/Self-Portrait-1972.JPG,15846.000000005006,2
294,16,static/data/img/HUCB_SHARE_109911212008.jpg,38021.1249999993,5
295,13,static/data/img/UCSC_99312695570.jpg,8492.999999783933,4
296,10,static/data/img/HUCB_SHARE_109911212140.jpg,28736.701000016183,5
297,24,static/data/img/Nusch-eluard-1937.JPG,20820.348000037484,2
298,13,static/data/img/Woman-with-a-Fan-1908.JPG,6206.99999993667,2
299,16,static/data/img/Jacqueline-Rocque-1957.JPG,13846.815999997489,4
300,24,static/data/img/UCSC_99312695488.jpg,7484.813999966718,1
301,10,static/data/img/Farmer-and-Nude-Surrounded-by-Hens-1938.JPG,10064.74000000162,4
302,15,static/data/img/HUCB_SHARE_109911212633.jpg,27634.000000020023,2
303,13,static/data/img/HUCB_SHARE_109911212008.jpg,7483.000000007451,2
304,18,static/data/img/Guernica-Detail-2-1937.JPG,20613.596000010148,4
305,19,static/data/img/HUCB_SHARE_109911212093.jpg,14260.999999998603,4
306,21,static/data/img/HUCB_SHARE_109911212048.jpg,82368.27500000072,5
307,17,static/data/img/HUCB_SHARE_109911213341.jpg,18862.649000016972,5
308,18,static/data/img/Guernica-Detail-2-1937.JPG,27704.047999926843,4
309,9,static/data/img/Nude-on-a-Beach-1929.JPG,24637.99999999901,3
310,22,static/data/img/Young-Girl-Reading-a-Book-on-the-Beach-1937.JPG,9603.000000002794,4
311,18,static/data/img/Guernica-Detail-2-1937.JPG,42069.26699995529,4
312,18,static/data/img/Guernica-Detail-2-1937.JPG,42245.05299993325,4
313,22,static/data/img/Young-Girl-Reading-a-Book-on-the-Beach-1937.JPG,14513.00000003539,4
314,23,static/data/img/HUCB_SHARE_109911212460.jpg,101288.43099996448,3
315,15,static/data/img/Nude-in-an-Armchair-with-a-Bottle-of-Evian-Water-a-Glass-and-Shoes-1959.JPG,18773.000000044703,2
316,13,static/data/img/HUCB_SHARE_109911212002.jpg,23944.999999832362,5
317,24,static/data/img/HCDL_SASKIA_106910663050.jpg,19841.52100002393,3
318,10,static/data/img/Nude-Woman-1910.JPG,40506.6639999859,5
319,17,static/data/img/The-Card-Player-1913.JPG,26515.924999985145,5
320,18,static/data/img/HUCB_SHARE_109911212008.jpg,23229.510999983177,5
321,16,static/data/img/Silhoutte-of-Piccasso-and-Young-Girl-Crying-1940.JPG,50701.04800000263,4
322,12,static/data/img/Sketch-for-The-Demoiselles-dAvignon-1907.JPG,37821.999999985565,3
323,19,static/data/img/HCDL_SASKIA_106910673354.jpg,41785.00000000349,3
324,24,static/data/img/HCDL_SASKIA_106910673651.jpg,14763.579999911599,3
325,18,static/data/img/Portrait-of-a-Young-Girl-3-1938.JPG,6370.869999984279,4
326,12,static/data/img/Jacqueline-Rocque-1957.JPG,7375.0,4
327,13,static/data/img/Francoise-Claude-and-Paloma-1954.JPG,18484.000000171363,2
328,22,static/data/img/Bather-Opening-a-Cabin-1928.JPG,31030.99999995902,4
329,10,static/data/img/HUCB_SHARE_109911212461.jpg,19929.890000028536,1
330,19,static/data/img/Jacqueline-Rocque-1-1954.JPG,14845.000000001164,2
331,24,static/data/img/Nude-on-a-Beach-2-1929.JPG,12072.964000049978,3
332,12,static/data/img/HUCB_SHARE_109911213344.jpg,8916.999999986729,5
333,13,static/data/img/Portrait-of-a-Sitting-Woman-1960.JPG,7822.0000001601875,3
334,9,static/data/img/The-Three-Graces-1925.JPG,40774.00000000125,1
335,16,static/data/img/Woman-with-a-Fan-1908.JPG,23108.554000005824,2
336,10,static/data/img/Portrait-of-Nusche-Eluard-1937.JPG,11992.904999991879,3
337,14,static/data/img/Portrait-of-a-Young-Girl-4-1938.JPG,8985.030999989249,4
338,18,static/data/img/Claude-Son-of-Picasso-1948.JPG,22955.39099990856,3
339,22,static/data/img/HCDL_SASKIA_106910663050.jpg,20657.00000000652,3
340,12,static/data/img/UCSC_99312695489.jpg,13756.00000002305,3
341,24,static/data/img/Marie-Therese-Walter-3-1937.JPG,11451.673000003211,3
342,23,static/data/img/Luncheon-on-the-Grass-After-Manet-1961.JPG,56941.006000037305,4
343,14,static/data/img/Paloma-with-Celluloid-Fish--1950.JPG,7921.169000008376,3
344,15,static/data/img/Nude-Woman-1910.JPG,55512.99999997718,5
345,18,static/data/img/Claude-Son-of-Picasso-1948.JPG,33187.472999910824,3
346,13,static/data/img/A-Young-Faun-Playing-a-Serenade-to-a-Young-Girl-1938.JPG,20692.000000271946,4
347,19,static/data/img/HUCB_SHARE_109911212100.jpg,29157.99999999581,5
348,18,static/data/img/Claude-Son-of-Picasso-1948.JPG,41371.908999979496,3
349,18,static/data/img/Claude-Son-of-Picasso-1948.JPG,41526.518999948166,3
350,18,static/data/img/Claude-Son-of-Picasso-1948.JPG,51500.797999906354,3
351,9,static/data/img/HCDL_SASKIA_106910673680.jpg,27828.00000000134,5
352,16,static/data/img/Farmer-and-Nude-Surrounded-by-Hens-1938.JPG,28503.874000001815,3
353,24,static/data/img/HUCB_SHARE_109911211568.jpg,22045.268999994732,5
354,18,static/data/img/HUCB_SHARE_109911212639.jpg,8265.170000027865,5
